[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
colorbox.txt
box.txt
koopas.txt
floor.txt
mushroom.txt
piranha.txt
fireball.txt
tube.txt
decoration.txt
button.txt
luckybox.txt
mario_big.txt
mario_small.txt
mario_racoon.txt
world-mario.txt
tile.txt

[OBJECTS]

#TILES

#LINE9
500	48	164	0	-1	501000
500	64	164	0	-1	501000
500	80	164	0	-1	501000
500	96	164	0	-1	501000
500	112	164	0	-1	501000
500	128	164	0	-1	501000
500	144	164	0	-1	501000
500	160	164	0	-1	501806
500	176	164	0	-1	501810
500	192	164	0	-1	501810
500	208	164	0	-1	501810
500	224	164	0	-1	501810
500	240	164	0	-1	501810
500	256	164	0	-1	501804
#CACTUS
500	256	164	0	-1	501100
#ROCK
500	64	164	0	-1	501200
500	80	164	0	-1	501200
#SCENE
500	96	164	0	-1	501304
500	160	164	0	-1	501305
#PATH
500	112	164	0	-1	501110
500	128	164	0	-1	501140
500	144	164	0	-1	501110

#LINE8
500	48	148	0	-1	501000
500	64	148	0	-1	501000
500	80	148	0	-1	501000
500	96	148	0	-1	501000
500	112	148	0	-1	501000
500	128	148	0	-1	501000
500	144	148	0	-1	501000
500	160	148	0	-1	501806
500	176	148	0	-1	501810
500	192	148	0	-1	501807
500	208	148	0	-1	501808
500	224	148	0	-1	501809
500	240	148	0	-1	501810
500	256	148	0	-1	501804
#CACTUS
500	256	148	0	-1	501100
#ROCK
500	64	148	0	-1	501200
500	80	148	0	-1	501200
500	112	148	0	-1	501200
500	128	148	0	-1	501200
#PATH
500	96	148	0	-1	501120
500	160	148	0	-1	501120



#LINE7
500	48	132	0	-1	501000
500	64	132	0	-1	501000
500	80	132	0	-1	501000
500	96	132	0	-1	501000
500	112	132	0	-1	501000
500	128	132	0	-1	501000
500	144	132	0	-1	501000
500	160	132	0	-1	501806
500	176	132	0	-1	501810
500	192	132	0	-1	501811
500	208	132	0	-1	501000
500	224	132	0	-1	501000
500	240	132	0	-1	501810
500	256	132	0	-1	501804
#CACTUS
500	256	132	0	-1	501100
#ROCK
500	80	132	0	-1	501200
500	112	132	0	-1	501200
#MUSHROOMHOUSE
500	128	132	0	-1	501600
#BRIDGE
500	176	132	0	-1	501800
#BIGCASTE
500	224	132	0	-1	501501
#PATH
500	96	132	0	-1	501150
500	144	132	0	-1	501110
500	160	132	0	-1	501140
500	192	132	0	-1	501110
500	208	132	0	-1	501110
#TURTLE
500	192	132	0	-1	501900

#LINE6
500	48	116	0	-1	501000
500	64	116	0	-1	501000
500	80	116	0	-1	501000
500	96	116	0	-1	501000
500	112	116	0	-1	501000
500	128	116	0	-1	501000
500	144	116	0	-1	501000
500	160	116	0	-1	501806
500	176	116	0	-1	501810
500	192	116	0	-1	501801
500	208	116	0	-1	501802
500	224	116	0	-1	501803
500	240	116	0	-1	501810
500	256	116	0	-1	501804
#CACTUS
500	48	116	0	-1	501100
500	128	116	0	-1	501100
500	144	116	0	-1	501100
500	160	116	0	-1	501100
500	256	116	0	-1	501100
#BIGCASTLE
500	224	116	0	-1	501502
500	240	116	0	-1	501503
#PATH
500	96	116	0	-1	501120


#LINE5
500	48	100	0	-1	501000
500	64	100	0	-1	501000
500	80	100	0	-1	501000
500	96	100	0	-1	501000
500	112	100	0	-1	501000
500	128	100	0	-1	501000
500	144	100	0	-1	501000
500	160	100	0	-1	501000
500	176	100	0	-1	501808
500	192	100	0	-1	501809
500	208	100	0	-1	501810
500	224	100	0	-1	501810
500	240	100	0	-1	501810
500	256	100	0	-1	501804
#CACTUS
500	48	100	0	-1	501100
500	64	100	0	-1	501100
500	80	100	0	-1	501100
500	176	100	0	-1	501100
500	192	100	0	-1	501100
500	256	100	0	-1	501100
#SPADE
500	160	100	0	-1	501400
#CASTLE
500	128	100	0	-1	501500
#PATH
500	96	100	0	-1	501150
500	112	100	0	-1	501110
500	144	100	0	-1	501110


#LINE4
500	48	84	0	-1	501000
500	64	84	0	-1	501000
500	80	84	0	-1	501000
500	96	84	0	-1	501000
500	112	84	0	-1	501000
500	128	84	0	-1	501000
500	144	84	0	-1	501000
500	160	84	0	-1	501000
500	176	84	0	-1	501000
500	192	84	0	-1	501000
500	208	84	0	-1	501808
500	224	84	0	-1	501808
500	240	84	0	-1	501808
500	256	84	0	-1	501000
#CACTUS
500	48	84	0	-1	501100
500	64	84	0	-1	501100
500	80	84	0	-1	501100
500	112	84	0	-1	501100
500	128	84	0	-1	501100
500	144	84	0	-1	501100
500	176	84	0	-1	501100
500	192	84	0	-1	501100
500	208	84	0	-1	501100
500	224	84	0	-1	501100
500	240	84	0	-1	501100
500	256	84	0	-1	501100
#DOOR
500	96	84	0	-1	501700
#PATH
500	160	84	0	-1	501120

#LINE3
500	48	68	0	-1	501000
500	64	68	1	-1	501000
500	80	68	1	-1	501000
500	96	68	1	-1	501000
500	112	68	0	-1	501000
500	128	68	0	-1	501000
500	144	68	0	-1	501000
500	160	68	0	-1	501000
500	176	68	0	-1	501000
500	192	68	0	-1	501000
500	208	68	0	-1	501000
500	224	68	0	-1	501000
500	240	68	0	-1	501000
500	256	68	0	-1	501000
#START
500	64	68	0	-1	501001
#CACTUS
500	112	68	0	-1	501100
500	128	68	0	-1	501100
500	144	68	0	-1	501100
500	240	68	0	-1	501100
500	256	68	0	-1	501100
#SCENE
500	192	68	0	-1	501303
#MUSHROOMHOUSE
500	224	68	0	-1	501600
#PATH
500	48	68	0	-1	501110
500	80	68	0	-1	501110
500	96	68	0	-1	501160
500	160	68	0	-1	501150
500	176	68	0	-1	501110
500	208	68	0	-1	501110

#LINE2
500	48	52	0	-1	501000
500	64	52	0	-1	501000
500	80	52	0	-1	501000
500	96	52	1	-1	501000
500	112	52	0	-1	501000
500	128	52	0	-1	501000
500	144	52	0	-1	501000
500	160	52	0	-1	501000
500	176	52	0	-1	501000
500	192	52	0	-1	501000
500	208	52	0	-1	501000
500	224	52	0	-1	501000
500	240	52	0	-1	501000
500	256	52	0	-1	501000
#CACTUS
500	48	52	0	-1	501100
500	64	52	0	-1	501100
500	80	52	0	-1	501100
500	112	52	0	-1	501100
500	128	52	0	-1	501100
500	144	52	0	-1	501100
500	176	52	0	-1	501100
500	192	52	0	-1	501100
500	208	52	0	-1	501100
500	240	52	0	-1	501100
500	256	52	0	-1	501100
#PATH
500	96	52	0	-1	501120
500	160	52	0	-1	501120
500	224	52	0	-1	501120

#LINE1
500	48	36	0	-1	501000
500	64	36	0	-1	501000
500	80	36	0	-1	501000
500	96	36	1	2	501000
500	112	36	0	-1	501000
500	128	36	0	-1	501000
500	144	36	0	-1	501000
500	160	36	0	-1	501000
500	176	36	0	-1	501000
500	192	36	0	-1	501000
500	208	36	0	-1	501000
500	224	36	0	-1	501000
500	240	36	0	-1	501000
500	256	36	0	-1	501000
#CACTUS
500	48	36	0	-1	501100
500	64	36	0	-1	501100
500	80	36	0	-1	501100
500	240	36	0	-1	501100
500	256	36	0	-1	501100
#SCENE
500	96	36	0	-1	501300
500	160	36	0	-1	501301
500	192	36	0	-1	501302
#PATH
500	112	36	0	-1	501110
500	128	36	0	-1	501140
500	144	36	0	-1	501110
500	176	36	0	-1	501110
500	208	36	0	-1	501110
500	224	36	0	-1	501140

#MARIO
0	64	68	0

